file_size_kb,created_date,modified_date,accessed_date,software_used,author,resolution_dpi,label
406.21749600848773,2023-11-12 00:00:00,2023-04-08 00:00:00,2023-02-14 00:00:00,MS Word,Bob,321.21969689305064,0
551.5035267208659,2023-04-21 00:00:00,2023-07-17 00:00:00,2023-08-02 00:00:00,MS Word,Alice,363.97593348800797,0
551.3785950912209,2023-01-14 00:00:00,2023-04-08 00:00:00,2023-02-28 00:00:00,MS Word,David,189.15905803229677,0
551.5047686306048,2023-08-19 00:00:00,2023-03-06 00:00:00,2023-05-12 00:00:00,VLC Media Player,Bob,325.13724037454074,0
885.2731490654721,2023-03-25 00:00:00,2023-11-26 00:00:00,2023-04-14 00:00:00,MS Word,Alice,175.33645898349613,0
557.0890510693167,2023-05-10 00:00:00,2023-12-07 00:00:00,2023-07-14 00:00:00,VLC Media Player,Bob,251.7167598238396,0
613.5565640180599,2023-08-19 00:00:00,2023-01-05 00:00:00,2023-06-06 00:00:00,GIMP,Charlie,381.4583182450473,0
595.4001763493202,2023-11-22 00:00:00,2023-01-02 00:00:00,2023-04-08 00:00:00,GIMP,Bob,270.9108983303973,0
565.1391251305798,2023-05-25 00:00:00,2023-01-22 00:00:00,2023-08-14 00:00:00,VLC Media Player,Bob,241.30600177955137,0
468.47307553596545,2023-12-11 00:00:00,2023-04-22 00:00:00,2023-07-24 00:00:00,Adobe Photoshop,Charlie,290.1031135507659,0
575.8969220493267,2023-01-28 00:00:00,2023-02-26 00:00:00,2023-03-20 00:00:00,MS Word,David,403.3953169081776,0
422.71747854624283,2023-03-07 00:00:00,2023-03-07 00:00:00,2023-05-04 00:00:00,MS Word,Alice,208.4158876396987,0
476.31813932599914,2023-06-12 00:00:00,2023-11-26 00:00:00,2023-08-06 00:00:00,MS Word,Charlie,247.4345044180328,0
451.46364521708966,2023-08-17 00:00:00,2023-04-08 00:00:00,2023-01-04 00:00:00,VLC Media Player,Bob,374.8715841589813,0
508.18741393863223,2023-09-18 00:00:00,2023-05-24 00:00:00,2023-03-31 00:00:00,GIMP,Alice,392.88511717688664,0
731.4658566673509,2023-06-13 00:00:00,2023-05-05 00:00:00,2023-04-14 00:00:00,MS Word,Charlie,294.8284387854858,0
313.27348074082516,2023-10-28 00:00:00,2023-06-16 00:00:00,2023-04-29 00:00:00,GIMP,Alice,238.04736487366787,0
568.6260190374513,2023-10-30 00:00:00,2023-03-27 00:00:00,2023-05-13 00:00:00,MS Word,Alice,404.79217509045793,0
338.7284128810348,2023-10-14 00:00:00,2023-03-17 00:00:00,2023-11-08 00:00:00,MS Word,Charlie,379.7221195874598,0
452.80681342105663,2023-01-10 00:00:00,2023-12-10 00:00:00,2023-04-06 00:00:00,VLC Media Player,Alice,333.94734938811166,0
608.8950596967367,2023-07-14 00:00:00,2023-10-21 00:00:00,2023-11-27 00:00:00,Adobe Photoshop,David,259.379882553129,0
506.42800190954625,2023-04-28 00:00:00,2023-02-28 00:00:00,2023-05-23 00:00:00,VLC Media Player,Charlie,297.5485329580982,0
392.2255222070694,2023-09-27 00:00:00,2023-05-18 00:00:00,2023-10-15 00:00:00,MS Word,David,291.9819959477585,0
428.4696290740032,2023-03-21 00:00:00,2023-04-09 00:00:00,2023-01-28 00:00:00,MS Word,Bob,316.5425652307789,0
567.9597748934676,2023-04-03 00:00:00,2023-07-11 00:00:00,2023-10-05 00:00:00,Adobe Photoshop,Alice,372.5500719065668,0
426.96333682828634,2023-09-23 00:00:00,2023-08-31 00:00:00,2023-08-21 00:00:00,GIMP,Bob,343.97085205687017,0
521.6458589581974,2023-11-28 00:00:00,2023-11-15 00:00:00,2023-01-17 00:00:00,GIMP,Bob,246.1311961507621,0
504.55718399038136,2023-12-16 00:00:00,2023-02-18 00:00:00,2023-02-28 00:00:00,MS Word,Alice,368.8248225009769,0
434.8399652394183,2023-12-27 00:00:00,2023-02-01 00:00:00,2023-03-31 00:00:00,GIMP,Charlie,315.65660700065774,0
714.3944089325325,2023-09-14 00:00:00,2023-10-04 00:00:00,2023-07-18 00:00:00,MS Word,Alice,334.3532897929458,0
563.3919022318012,2023-05-13 00:00:00,2023-01-20 00:00:00,2023-12-28 00:00:00,Adobe Photoshop,Bob,373.3270429639301,0
297.48574133423926,2023-10-03 00:00:00,2023-06-03 00:00:00,2023-01-26 00:00:00,Adobe Photoshop,Bob,244.42098752432244,0
518.6454314769428,2023-09-21 00:00:00,2023-03-09 00:00:00,2023-01-25 00:00:00,MS Word,Charlie,298.20872106467687,0
433.8213535231612,2023-06-20 00:00:00,2023-08-02 00:00:00,2023-10-28 00:00:00,Adobe Photoshop,Alice,273.4272724320393,0
585.2433334796224,2023-01-01 00:00:00,2023-05-23 00:00:00,2023-12-05 00:00:00,VLC Media Player,Bob,221.6070287317272,0
420.74792615672993,2023-11-09 00:00:00,2023-08-20 00:00:00,2023-09-24 00:00:00,VLC Media Player,David,317.335498880246,0
488.5263558533101,2023-03-05 00:00:00,2023-08-01 00:00:00,2023-06-30 00:00:00,Adobe Photoshop,Bob,425.5778275792212,0
550.4987278980457,2023-10-11 00:00:00,2023-03-20 00:00:00,2023-12-26 00:00:00,MS Word,Bob,207.99611277471237,0
586.5755194170122,2023-05-01 00:00:00,2023-08-02 00:00:00,2023-03-09 00:00:00,MS Word,Charlie,298.38596944752646,0
379.9703592944224,2023-04-17 00:00:00,2023-04-26 00:00:00,2023-12-17 00:00:00,Adobe Photoshop,David,332.0271467537387,0
466.54987641590515,2023-06-24 00:00:00,2023-04-02 00:00:00,2023-11-17 00:00:00,GIMP,Bob,306.15391008280903,0
452.50546888390437,2023-07-23 00:00:00,2023-09-27 00:00:00,2023-02-18 00:00:00,VLC Media Player,Bob,294.343597374213,0
434.6670767426288,2023-06-14 00:00:00,2023-06-17 00:00:00,2023-06-24 00:00:00,GIMP,David,235.03918182770877,0
676.5454240281097,2023-11-01 00:00:00,2023-02-27 00:00:00,2023-02-21 00:00:00,MS Word,Alice,311.6393371470082,0
540.4981710960956,2023-04-30 00:00:00,2023-10-11 00:00:00,2023-04-12 00:00:00,MS Word,Alice,262.16180114920365,0
373.9116045664955,2023-02-13 00:00:00,2023-01-26 00:00:00,2023-08-04 00:00:00,GIMP,Bob,190.50391475107233,0
591.7861947054776,2023-11-08 00:00:00,2023-03-07 00:00:00,2023-07-07 00:00:00,Adobe Photoshop,Bob,359.72961102568655,0
712.2156197012633,2023-06-05 00:00:00,2023-09-05 00:00:00,2023-02-26 00:00:00,GIMP,Alice,347.9192909921021,0
603.2465260551147,2023-07-26 00:00:00,2023-09-11 00:00:00,2023-02-16 00:00:00,GIMP,Charlie,302.583048842554,0
348.06300340459865,2023-04-18 00:00:00,2023-02-13 00:00:00,2023-06-08 00:00:00,VLC Media Player,David,311.4537344102851,0
451.57659271337485,2023-09-08 00:00:00,2023-04-07 00:00:00,2023-06-23 00:00:00,VLC Media Player,David,353.7159006357781,0
626.6911149186623,2023-11-30 00:00:00,2023-02-11 00:00:00,2023-08-30 00:00:00,GIMP,Charlie,311.21698283890413,0
429.23305343812194,2023-05-10 00:00:00,2023-08-15 00:00:00,2023-10-09 00:00:00,GIMP,Charlie,345.20087773806574,0
544.3819428146228,2023-10-20 00:00:00,2023-09-19 00:00:00,2023-08-29 00:00:00,MS Word,Charlie,285.1258899563075,0
577.4634053429337,2023-01-20 00:00:00,2023-06-16 00:00:00,2023-01-05 00:00:00,VLC Media Player,Charlie,365.59918692869735,0
407.3069528421917,2023-10-09 00:00:00,2023-10-06 00:00:00,2023-03-25 00:00:00,VLC Media Player,Charlie,316.0392862966342,0
494.04746439382,2023-10-12 00:00:00,2023-03-30 00:00:00,2023-11-04 00:00:00,MS Word,Charlie,309.7025971802937,0
175.87326599309273,2023-01-01 00:00:00,2023-06-27 00:00:00,2023-12-27 00:00:00,Adobe Photoshop,David,236.4969455643984,0
397.561235866571,2023-04-29 00:00:00,2023-07-16 00:00:00,2023-09-05 00:00:00,VLC Media Player,Charlie,314.34779271508546,0
474.743184860684,2023-02-04 00:00:00,2023-11-03 00:00:00,2023-02-23 00:00:00,VLC Media Player,Alice,258.40225412527747,0
375.221681803515,2023-07-17 00:00:00,2023-09-24 00:00:00,2023-06-10 00:00:00,Adobe Photoshop,Charlie,268.0858636735753,0
663.2411303931635,2023-09-02 00:00:00,2023-09-25 00:00:00,2023-08-14 00:00:00,VLC Media Player,Charlie,259.2312185841939,0
356.98586220393673,2023-02-28 00:00:00,2023-03-15 00:00:00,2023-01-15 00:00:00,VLC Media Player,David,246.68825340503875,0
455.9955513303016,2023-11-21 00:00:00,2023-01-08 00:00:00,2023-08-12 00:00:00,Adobe Photoshop,David,406.2385701508481,0
513.0740577286091,2023-06-10 00:00:00,2023-10-24 00:00:00,2023-03-02 00:00:00,Adobe Photoshop,Charlie,366.5669530994202,0
644.1273289066115,2023-06-28 00:00:00,2023-06-13 00:00:00,2023-05-02 00:00:00,GIMP,David,396.01837510721305,0
356.41378488205606,2023-07-25 00:00:00,2023-03-26 00:00:00,2023-10-04 00:00:00,MS Word,Bob,238.8552490222218,0
616.316375215496,2023-01-12 00:00:00,2023-03-13 00:00:00,2023-02-15 00:00:00,MS Word,David,303.56268749554465,0
501.0233061019587,2023-10-03 00:00:00,2023-02-24 00:00:00,2023-10-21 00:00:00,Adobe Photoshop,David,235.3246187397952,0
401.8491348952049,2023-06-30 00:00:00,2023-02-16 00:00:00,2023-03-03 00:00:00,Adobe Photoshop,David,265.2152561401468,0
546.2103474263271,2023-08-30 00:00:00,2023-08-26 00:00:00,2023-03-27 00:00:00,VLC Media Player,David,254.09365082917125,0
519.905969557347,2023-08-04 00:00:00,2023-04-14 00:00:00,2023-07-29 00:00:00,GIMP,Alice,361.9792003220781,0
439.97831228412053,2023-09-08 00:00:00,2023-07-29 00:00:00,2023-03-19 00:00:00,GIMP,Alice,280.188516094912,0
506.9802084990019,2023-10-26 00:00:00,2023-02-11 00:00:00,2023-07-21 00:00:00,Adobe Photoshop,Alice,353.4189666847008,0
461.468640313824,2023-05-06 00:00:00,2023-11-12 00:00:00,2023-10-29 00:00:00,VLC Media Player,Charlie,330.2060444794259,0
511.3517345251248,2023-08-05 00:00:00,2023-09-25 00:00:00,2023-08-11 00:00:00,VLC Media Player,Charlie,415.18193760523945,0
566.2130674521046,2023-11-02 00:00:00,2023-09-20 00:00:00,2023-08-10 00:00:00,MS Word,Bob,226.0277888430138,0
658.6016816145352,2023-10-12 00:00:00,2023-12-02 00:00:00,2023-01-03 00:00:00,MS Word,Alice,362.96166198934,0
376.2184501173151,2023-07-04 00:00:00,2023-12-31 00:00:00,2023-01-06 00:00:00,VLC Media Player,Charlie,357.3220435200364,0
713.3033374656267,2023-02-08 00:00:00,2023-09-16 00:00:00,2023-04-03 00:00:00,MS Word,David,251.33105809864827,0
304.7912200477498,2023-08-11 00:00:00,2023-10-10 00:00:00,2023-01-08 00:00:00,Adobe Photoshop,David,350.356666823658,0
484.8214904964417,2023-07-03 00:00:00,2023-04-24 00:00:00,2023-08-23 00:00:00,VLC Media Player,Alice,316.80724815131146,0
558.8317206484576,2023-06-27 00:00:00,2023-12-29 00:00:00,2023-04-18 00:00:00,MS Word,Bob,288.62618700232963,0
528.0991867735032,2023-10-21 00:00:00,2023-02-09 00:00:00,2023-06-10 00:00:00,GIMP,Bob,258.8032256514,0
437.7300480179406,2023-12-06 00:00:00,2023-08-08 00:00:00,2023-07-28 00:00:00,VLC Media Player,David,264.0445274275407,0
479.1877749642725,2023-05-31 00:00:00,2023-05-09 00:00:00,2023-08-28 00:00:00,VLC Media Player,Bob,402.4906047892963,0
450.6999065341167,2023-05-06 00:00:00,2023-01-08 00:00:00,2023-11-27 00:00:00,GIMP,Alice,300.0341409478741,0
441.0635243055788,2023-10-28 00:00:00,2023-04-11 00:00:00,2023-11-29 00:00:00,Adobe Photoshop,David,339.10650007657296,0
584.9602097021025,2023-11-04 00:00:00,2023-06-25 00:00:00,2023-02-19 00:00:00,GIMP,Charlie,260.4550309166223,0
535.7015485965047,2023-12-02 00:00:00,2023-04-17 00:00:00,2023-01-11 00:00:00,VLC Media Player,Charlie,261.00735268891805,0
430.7090404739346,2023-08-22 00:00:00,2023-04-11 00:00:00,2023-12-17 00:00:00,Adobe Photoshop,Bob,354.0992404624971,0
589.959987543325,2023-01-08 00:00:00,2023-09-17 00:00:00,2023-06-05 00:00:00,MS Word,David,232.5211894224234,0
530.7299520876609,2023-12-07 00:00:00,2023-09-03 00:00:00,2023-03-11 00:00:00,MS Word,David,279.23931160473643,0
581.286211883896,2023-05-09 00:00:00,2023-10-02 00:00:00,2023-06-18 00:00:00,MS Word,Charlie,301.7013705536116,0
562.9628841923612,2023-09-21 00:00:00,2023-02-01 00:00:00,2023-09-29 00:00:00,VLC Media Player,David,305.5686300920026,0
417.10049890779277,2023-06-06 00:00:00,2023-05-17 00:00:00,2023-03-09 00:00:00,GIMP,David,291.0453357491922,0
443.981895980303,2023-12-18 00:00:00,2023-01-12 00:00:00,2023-12-21 00:00:00,Adobe Photoshop,David,319.79098905479617,0
574.7293605123261,2023-12-24 00:00:00,2023-10-29 00:00:00,2023-09-09 00:00:00,MS Word,Bob,334.64278779089057,0
561.0370265433464,2023-01-05 00:00:00,2023-01-16 00:00:00,2023-02-17 00:00:00,Adobe Photoshop,David,336.7318772729665,0
497.90984060358517,2023-03-27 00:00:00,2023-05-09 00:00:00,2023-07-03 00:00:00,VLC Media Player,Alice,250.70980956660867,0
511.7327383308782,2023-06-24 00:00:00,2023-03-04 00:00:00,2023-11-16 00:00:00,MS Word,Bob,285.79224510356016,0
627.7664895788425,2023-10-17 00:00:00,2023-04-19 00:00:00,2023-07-06 00:00:00,VLC Media Player,David,359.7381430938469,0
440.842861116417,2023-07-12 00:00:00,2023-01-21 00:00:00,2023-03-31 00:00:00,GIMP,David,344.7323593786936,0
554.7097381170038,2023-11-07 00:00:00,2023-06-07 00:00:00,2023-11-28 00:00:00,VLC Media Player,Alice,231.3570274259468,0
479.7807347566106,2023-04-29 00:00:00,2023-09-26 00:00:00,2023-05-19 00:00:00,VLC Media Player,Bob,317.57399501761006,0
478.23187967727796,2023-08-06 00:00:00,2023-06-11 00:00:00,2023-12-23 00:00:00,GIMP,Charlie,201.08873753125948,0
609.8776851987191,2023-04-24 00:00:00,2023-09-17 00:00:00,2023-03-30 00:00:00,Adobe Photoshop,Charlie,302.34674510301846,0
582.541634898803,2023-05-25 00:00:00,2023-04-12 00:00:00,2023-10-01 00:00:00,GIMP,Bob,394.88835083729884,0
581.3509636000639,2023-01-26 00:00:00,2023-08-11 00:00:00,2023-01-19 00:00:00,GIMP,David,252.6053641365507,0
630.5478807154329,2023-05-16 00:00:00,2023-02-28 00:00:00,2023-11-07 00:00:00,VLC Media Player,David,258.2838477254209,0
502.1003841632759,2023-10-30 00:00:00,2023-09-04 00:00:00,2023-12-24 00:00:00,Adobe Photoshop,Charlie,338.20148907864296,0
568.1952971294963,2023-08-20 00:00:00,2023-05-08 00:00:00,2023-06-03 00:00:00,MS Word,Charlie,222.8599242395177,0
468.9733243406544,2023-03-17 00:00:00,2023-10-10 00:00:00,2023-09-17 00:00:00,GIMP,Charlie,268.362248505748,0
532.4166352488442,2023-11-24 00:00:00,2023-11-21 00:00:00,2023-04-18 00:00:00,Adobe Photoshop,Alice,329.82205687908765,0
486.98569456323156,2023-12-11 00:00:00,2023-01-25 00:00:00,2023-10-12 00:00:00,GIMP,Charlie,268.2857076155299,0
509.6995964992718,2023-10-29 00:00:00,2023-05-11 00:00:00,2023-02-28 00:00:00,GIMP,Alice,288.2015006394514,0
559.5157025436914,2023-10-16 00:00:00,2023-12-19 00:00:00,2023-05-05 00:00:00,GIMP,Bob,337.20928551575173,0
418.17793167665275,2023-01-01 00:00:00,2023-07-15 00:00:00,2023-12-20 00:00:00,GIMP,David,321.0773041768281,0
709.238727568546,2023-05-27 00:00:00,2023-10-08 00:00:00,2023-09-30 00:00:00,VLC Media Player,Charlie,313.3409198147701,0
399.3982618500298,2023-10-14 00:00:00,2023-06-03 00:00:00,2023-04-17 00:00:00,Adobe Photoshop,David,283.04388603649807,0
378.5811387212268,2023-05-22 00:00:00,2023-05-13 00:00:00,2023-10-26 00:00:00,Adobe Photoshop,David,318.5030557634478,0
615.8110873500068,2023-02-22 00:00:00,2023-08-15 00:00:00,2023-09-02 00:00:00,Adobe Photoshop,Charlie,293.8133659950122,0
579.1662693962936,2023-10-31 00:00:00,2023-07-08 00:00:00,2023-12-02 00:00:00,GIMP,Charlie,322.8902804962893,0
562.4119817052156,2023-03-10 00:00:00,2023-09-22 00:00:00,2023-09-04 00:00:00,VLC Media Player,Bob,275.1533987441011,0
562.8345509264279,2023-12-27 00:00:00,2023-05-14 00:00:00,2023-01-08 00:00:00,GIMP,Alice,290.87155128102296,0
498.77532271530856,2023-03-31 00:00:00,2023-07-30 00:00:00,2023-05-21 00:00:00,GIMP,Alice,250.5021103723993,0
410.2745628514169,2023-08-08 00:00:00,2023-03-01 00:00:00,2023-12-28 00:00:00,Adobe Photoshop,David,298.2496194996882,0
507.5804558193726,2023-07-11 00:00:00,2023-12-30 00:00:00,2023-01-08 00:00:00,GIMP,Charlie,259.4499568185578,0
432.28382884878886,2023-03-04 00:00:00,2023-12-30 00:00:00,2023-12-18 00:00:00,MS Word,Bob,244.29767749190034,0
597.5119733417752,2023-03-14 00:00:00,2023-08-01 00:00:00,2023-04-04 00:00:00,GIMP,Bob,312.9330573927694,0
485.29426184978615,2023-06-10 00:00:00,2023-08-04 00:00:00,2023-11-17 00:00:00,MS Word,Bob,310.636988792883,0
417.45028032074885,2023-06-18 00:00:00,2023-08-14 00:00:00,2023-02-08 00:00:00,GIMP,Bob,339.1436867474286,0
467.86141583470067,2023-03-30 00:00:00,2023-05-11 00:00:00,2023-03-22 00:00:00,VLC Media Player,Bob,278.44372152124504,0
541.2931454275624,2023-06-25 00:00:00,2023-03-17 00:00:00,2023-07-06 00:00:00,VLC Media Player,Alice,320.4026423418378,0
443.6275447196025,2023-09-26 00:00:00,2023-10-13 00:00:00,2023-03-25 00:00:00,Adobe Photoshop,Alice,327.5398786136832,0
417.77796044335685,2023-03-14 00:00:00,2023-10-04 00:00:00,2023-03-29 00:00:00,GIMP,Alice,322.2386903915797,0
524.3687211491912,2023-09-02 00:00:00,2023-06-05 00:00:00,2023-08-30 00:00:00,MS Word,Charlie,258.7173158598929,0
524.4966571108723,2023-03-18 00:00:00,2023-09-05 00:00:00,2023-12-08 00:00:00,MS Word,David,307.4681741135594,0
449.30568246288703,2023-06-08 00:00:00,2023-08-06 00:00:00,2023-04-03 00:00:00,GIMP,Bob,318.20701480273306,0
452.8961694381677,2023-11-20 00:00:00,2023-07-09 00:00:00,2023-03-27 00:00:00,MS Word,Charlie,300.3589233453971,0
523.2049937357637,2023-04-08 00:00:00,2023-06-12 00:00:00,2023-02-13 00:00:00,VLC Media Player,Bob,195.67611708144577,0
355.1915658502676,2023-04-12 00:00:00,2023-06-29 00:00:00,2023-05-17 00:00:00,MS Word,Alice,308.024481198674,0
359.2536225623445,2023-05-12 00:00:00,2023-02-03 00:00:00,2023-03-15 00:00:00,Adobe Photoshop,Charlie,410.62655196986213,0
428.1555778747564,2023-04-12 00:00:00,2023-02-10 00:00:00,2023-02-05 00:00:00,VLC Media Player,Alice,281.99803656215084,0
478.6552848288153,2023-01-19 00:00:00,2023-11-03 00:00:00,2023-04-11 00:00:00,VLC Media Player,Bob,263.59614510723395,0
531.0907565598004,2023-03-23 00:00:00,2023-12-04 00:00:00,2023-06-05 00:00:00,VLC Media Player,Bob,318.66742798556993,0
647.5356216949552,2023-10-06 00:00:00,2023-11-10 00:00:00,2023-09-12 00:00:00,GIMP,David,315.61891052332857,0
585.765962320202,2023-12-05 00:00:00,2023-03-16 00:00:00,2023-06-20 00:00:00,GIMP,Bob,359.63675827082074,0
484.0061470036573,2023-12-31 00:00:00,2023-10-06 00:00:00,2023-08-04 00:00:00,VLC Media Player,Alice,237.1065922045556,0
498.0983792097311,2023-11-27 00:00:00,2023-06-25 00:00:00,2023-06-19 00:00:00,GIMP,Bob,336.56901262874965,0
399.7470635362191,2023-05-09 00:00:00,2023-05-30 00:00:00,2023-09-09 00:00:00,MS Word,David,329.52110306257316,0
498.148686400761,2023-12-10 00:00:00,2023-09-30 00:00:00,2023-12-26 00:00:00,GIMP,David,292.8926731529727,0
471.1341361079862,2023-11-06 00:00:00,2023-11-21 00:00:00,2023-11-18 00:00:00,GIMP,Alice,316.9343658960845,0
532.271856033809,2023-03-30 00:00:00,2023-04-18 00:00:00,2023-02-24 00:00:00,VLC Media Player,Charlie,351.47287407991786,0
417.2769056447677,2023-08-01 00:00:00,2023-05-19 00:00:00,2023-04-01 00:00:00,Adobe Photoshop,Bob,343.6157690014225,0
551.9346514241172,2023-05-23 00:00:00,2023-12-16 00:00:00,2023-10-05 00:00:00,Adobe Photoshop,David,242.84903439631356,0
653.2738913002578,2023-03-06 00:00:00,2023-09-28 00:00:00,2023-04-11 00:00:00,Adobe Photoshop,Bob,341.0079093377742,0
489.12398515431425,2023-03-17 00:00:00,2023-12-13 00:00:00,2023-06-04 00:00:00,MS Word,Bob,296.7655697483741,0
540.1711722098942,2023-07-18 00:00:00,2023-10-16 00:00:00,2023-12-15 00:00:00,GIMP,Charlie,303.64370490077573,0
569.0143991711112,2023-05-23 00:00:00,2023-07-31 00:00:00,2023-12-30 00:00:00,Adobe Photoshop,David,303.6598495500847,0
459.8779528114164,2023-11-12 00:00:00,2023-09-29 00:00:00,2023-05-21 00:00:00,VLC Media Player,Bob,292.48785056008705,0
522.4092481810417,2023-04-03 00:00:00,2023-03-07 00:00:00,2023-06-22 00:00:00,Adobe Photoshop,David,359.5853748553532,0
501.25924007817946,2023-11-01 00:00:00,2023-09-05 00:00:00,2023-01-10 00:00:00,Adobe Photoshop,Alice,295.8141020075394,0
509.7676098548832,2023-08-12 00:00:00,2023-06-05 00:00:00,2023-08-16 00:00:00,GIMP,Alice,244.02269358084158,0
422.69902161445333,2023-10-18 00:00:00,2023-02-16 00:00:00,2023-09-22 00:00:00,GIMP,Bob,280.32350720151356,0
502.4510174258943,2023-04-12 00:00:00,2023-07-20 00:00:00,2023-09-05 00:00:00,GIMP,David,308.9347358405238,0
549.799829124545,2023-09-24 00:00:00,2023-05-28 00:00:00,2023-09-04 00:00:00,MS Word,Bob,361.46073921485254,0
645.1143607795042,2023-12-21 00:00:00,2023-05-04 00:00:00,2023-06-04 00:00:00,MS Word,David,330.1547342474417,0
595.9270826085207,2023-04-20 00:00:00,2023-01-01 00:00:00,2023-02-03 00:00:00,Adobe Photoshop,David,257.4732360626478,0
715.3182457511556,2023-11-26 00:00:00,2023-09-04 00:00:00,2023-05-09 00:00:00,GIMP,Charlie,424.2594958339446,0
423.26524371119507,2023-09-22 00:00:00,2023-12-09 00:00:00,2023-06-09 00:00:00,Adobe Photoshop,Charlie,313.238765548899,0
587.2320636720679,2023-01-03 00:00:00,2023-05-08 00:00:00,2023-03-30 00:00:00,VLC Media Player,Charlie,363.76953689995077,0
518.3342005738351,2023-03-26 00:00:00,2023-07-10 00:00:00,2023-04-03 00:00:00,VLC Media Player,Bob,292.41427832113857,0
718.9802933217672,2023-10-09 00:00:00,2023-03-08 00:00:00,2023-11-23 00:00:00,GIMP,Charlie,326.66796223527246,0
419.17017146448484,2023-11-24 00:00:00,2023-01-04 00:00:00,2023-08-29 00:00:00,GIMP,Charlie,341.9734252259202,0
416.0278157819224,2023-10-31 00:00:00,2023-10-30 00:00:00,2023-11-19 00:00:00,VLC Media Player,Alice,360.9097355877128,0
440.0607354555978,2023-04-27 00:00:00,2023-10-21 00:00:00,2023-04-27 00:00:00,GIMP,David,352.86841526891124,0
287.6104275690193,2023-08-09 00:00:00,2023-05-23 00:00:00,2023-04-04 00:00:00,MS Word,David,343.6098500036489,0
447.4244978319239,2023-06-03 00:00:00,2023-07-10 00:00:00,2023-06-12 00:00:00,MS Word,Charlie,284.24566344029455,0
424.0867338446302,2023-06-02 00:00:00,2023-01-21 00:00:00,2023-04-09 00:00:00,GIMP,David,271.4126979021969,0
515.0393786476208,2023-01-12 00:00:00,2023-08-15 00:00:00,2023-04-23 00:00:00,VLC Media Player,Alice,316.6303755162099,0
534.175597577716,2023-05-13 00:00:00,2023-11-09 00:00:00,2023-12-25 00:00:00,Adobe Photoshop,Alice,346.65640361705346,0
687.6170839215886,2023-10-31 00:00:00,2023-04-27 00:00:00,2023-04-01 00:00:00,GIMP,Charlie,288.86396496116964,0
595.042383818605,2023-10-20 00:00:00,2023-10-29 00:00:00,2023-12-12 00:00:00,GIMP,Alice,353.2585982857193,0
442.3096344337597,2023-10-27 00:00:00,2023-05-22 00:00:00,2023-07-25 00:00:00,Adobe Photoshop,David,372.630837274309,0
410.1585328651642,2023-08-16 00:00:00,2023-02-08 00:00:00,2023-01-17 00:00:00,GIMP,Bob,254.183954046329,0
549.1919171506506,2023-09-28 00:00:00,2023-12-21 00:00:00,2023-10-01 00:00:00,Adobe Photoshop,David,258.153964810186,0
367.9766792979358,2023-02-12 00:00:00,2023-09-09 00:00:00,2023-06-22 00:00:00,VLC Media Player,Bob,292.98124705473316,0
683.1458765854354,2023-12-09 00:00:00,2023-11-29 00:00:00,2023-04-26 00:00:00,MS Word,Charlie,315.3806334094598,0
617.9440120721287,2023-11-22 00:00:00,2023-07-26 00:00:00,2023-12-15 00:00:00,VLC Media Player,Bob,273.7716493116475,0
453.08243478952954,2023-10-29 00:00:00,2023-07-29 00:00:00,2023-06-30 00:00:00,MS Word,Alice,367.6101339433572,0
328.6865470909122,2023-12-30 00:00:00,2023-04-25 00:00:00,2023-04-01 00:00:00,Adobe Photoshop,David,321.20334307592253,0
635.3872374165413,2023-01-21 00:00:00,2023-08-13 00:00:00,2023-03-23 00:00:00,MS Word,Bob,301.97235241203697,0
488.5460154747382,2023-04-17 00:00:00,2023-05-14 00:00:00,2023-11-20 00:00:00,VLC Media Player,David,228.20452380657363,0
623.7816311973462,2023-12-02 00:00:00,2023-09-08 00:00:00,2023-04-24 00:00:00,MS Word,Charlie,234.20920917862466,0
340.5572341205633,2023-10-30 00:00:00,2023-08-07 00:00:00,2023-09-14 00:00:00,Adobe Photoshop,Charlie,314.0504625140903,0
440.06249770462273,2023-04-27 00:00:00,2023-04-01 00:00:00,2023-02-27 00:00:00,MS Word,Alice,193.3702186922582,0
500.5243699718183,2023-05-04 00:00:00,2023-12-20 00:00:00,2023-06-03 00:00:00,GIMP,Charlie,350.63187048220357,0
504.6980593764742,2023-10-08 00:00:00,2023-02-15 00:00:00,2023-12-31 00:00:00,VLC Media Player,Bob,292.09230778138397,0
454.9934528520756,2023-10-19 00:00:00,2023-02-07 00:00:00,2023-04-26 00:00:00,GIMP,Charlie,462.15464847973664,0
562.2849932347499,2023-07-22 00:00:00,2023-05-22 00:00:00,2023-12-09 00:00:00,Adobe Photoshop,Alice,415.39581253080553,0
393.2379570617406,2023-02-20 00:00:00,2023-04-10 00:00:00,2023-09-23 00:00:00,MS Word,David,290.92754653762415,0
485.76205149787063,2023-09-28 00:00:00,2023-11-24 00:00:00,2023-11-11 00:00:00,GIMP,David,294.6831498734343,0
512.0295631711899,2023-11-20 00:00:00,2023-07-09 00:00:00,2023-07-22 00:00:00,GIMP,Charlie,349.7790757001015,0
551.4438834058749,2023-10-04 00:00:00,2023-02-04 00:00:00,2023-02-10 00:00:00,MS Word,Bob,385.1586304959019,0
571.161487808889,2023-05-21 00:00:00,2023-05-27 00:00:00,2023-04-15 00:00:00,MS Word,Alice,218.09854712819916,0
387.5357908162131,2023-10-02 00:00:00,2023-01-30 00:00:00,2023-07-12 00:00:00,VLC Media Player,Bob,210.68122673226566,0
